,id,tweet_text,sentiment,threshold,tokens,sentiment_score
857,20000,I feel like I am drowning. #depression #anxiety #falure #worthless,fear,0.979,"['feel', 'like', 'drown', 'depress', 'anxieti', 'falur', 'worthless']",0.5
858,20001,I get so nervous even thinking about talking to ****** I wanna die,fear,0.979,"['get', 'nervous', 'even', 'think', 'talk', 'want', 'die']",0.5
859,20002,I lost my blinders .... #panic,fear,0.975,"['lost', 'blinder', 'panic']",0.5
860,20003,I feel like I am drowning. #depression  #falure #worthless,fear,0.938,"['feel', 'like', 'drown', 'depress', 'falur', 'worthless']",0.5
861,20004,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,fear,0.938,"['scariest', 'american', 'horror', 'stori', 'go', 'watch', 'daytim', 'frighten']",0.5
862,20005,@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,fear,0.938,"['near', 'start', 'cri', 'full', 'panic', 'attack', 'tatinof', 'bc', 'crowd', 'feel']",0.5
863,20006,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,fear,0.938,"['final', 'tell', 'therapist', 'sexual', 'last', 'frontier', 'not', 'sure', 'fear', 'singlegirlproblem']",0.5
864,20007,@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓,fear,0.938,"['not', 'think', 'ever', 'move', 'fast', 'panic', 'life', 'gave', 'fright']",0.5
865,20008,My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,fear,0.938,"['bus', 'car', 'crash', 'still', 'shake', 'bit', 'week', 'absolut', 'horror', 'ice', 'cake', 'terribl']",0.5
866,20009,My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ,fear,0.92,"['bus', 'car', 'crash', 'still', 'shake', 'bit', 'week', 'absolut', 'horror', 'ice', 'cake']",0.5
867,20010,procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,fear,0.92,"['procrast', 'fun', 'hour', 'away', 'time', 'due', 'still', 'not', 'finish', 'panic', 'attack']",0.5
868,20011,My #anxiety is rising tonight and I'm not sure why. Sometimes I wonder if I'm a magnet for any free-floating anxiety in the universe.,fear,0.917,"['anxieti', 'rise', 'tonight', 'not', 'sure', 'sometim', 'wonder', 'magnet', 'anxieti', 'univers']",0.5
869,20012,"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,0.917,"['not', 'nervouswreck', 'nervous', 'pileup', 'goingcrazi', 'helpm', 'insan', 'antisoci']",0.5
870,20013,#panic Panic attack from fear of starting new medication,fear,0.917,"['panic', 'panic', 'attack', 'fear', 'start', 'new', 'medic']",0.5
871,20014,Job interview in the afternoon #nervous #ek,fear,0.917,"['job', 'interview', 'afternoon', 'nervous', 'ek']",0.5
872,20015,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me ,fear,0.917,"['beyond', 'mad', 'lost', 'track', 'brown', 'spider', 'brown', 'carpet', 'go', 'spider', 'sneak']",0.5
873,20016,anxiety level- 100,fear,0.905,['anxieti'],0.5
874,20017,Wah just woke up frm a fucking nightmare,fear,0.898,"['wah', 'woke', 'frm', 'fuck', 'nightmar']",0.5
875,20018,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,fear,0.896,"['get', 'much', 'panic', 'attack', 'uncontrol', 'anxieti', 'suicid', 'fantasi', 'sad', 'yearn', 'death']",0.5
876,20019,Cosplaying properly for the first time on Saturday! Pretty nervous..,fear,0.896,"['cosplay', 'proper', 'first', 'time', 'saturday', 'pretti', 'nervous']",0.5
877,20020,"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair",fear,0.896,"['surround', 'trump', 'voter', 'right', 'fuck', 'terrifi', 'redstat', 'despair']",0.5
878,20021,"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",fear,0.896,"['ignor', 'broken', 'tooth', 'long', 'abscess', 'need', 'dentist', 'fear', 'make', 'hard', 'still', 'not', 'go', 'dentist']",0.5
879,20022,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. #nervous,fear,0.896,"['much', 'troubl', 'not', 'think', 'rev', 'see', 'funni', 'side', 'project', 'nervous']",0.5
880,20023,im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,fear,0.896,"['cri', 'katherin', 'one', 'like', 'talk', 'anxieti', 'attack', 'go', 'faint']",0.5
881,20024,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",fear,0.893,"['ever', 'realli', 'lone', 'phone', 'keep', 'blow', 'not', 'pick', 'respond', 'peopl', 'anxieti', 'reclus', 'issu']",0.5
882,20025,Super shitting it about this tattoo #nervous,fear,0.88,"['super', 'shit', 'tattoo', 'nervous']",0.5
883,20026,Breaking out in hives for the first time since college finals. #anxiety sucks,fear,0.88,"['break', 'hive', 'first', 'time', 'sinc', 'colleg', 'final', 'anxieti', 'suck']",0.5
884,20027,@tchop__StL @YouTube \nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.,fear,0.875,"['get', 'sick', 'stomach', 'everytim', 'see', 'video', 'amp', 'helicopt', 'crew', 'make', 'comment', 'revolt']",0.5
885,20028,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened,fear,0.875,"['beyond', 'mad', 'lost', 'track', 'brown', 'spider', 'brown', 'carpet', 'go', 'spider', 'sneak', 'frighten']",0.5
886,20029,6. 5 minutes to perform and I'm #nervous I wish these noises would stop #handicapped #annoyed,fear,0.875,"['minut', 'perform', 'nervous', 'wish', 'nois', 'would', 'stop', 'handicap', 'annoy']",0.5
887,20030,I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...,fear,0.875,"['hate', 'peopl', 'say', 'need', 'talk', 'need', 'talk', 'anxieti', 'immedi', 'goe']",0.5
888,20031,He replied to my comments 4 times now i'm shaking omg,fear,0.875,"['repli', 'comment', 'time', 'shake', 'omg']",0.5
889,20032,"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",fear,0.875,"['stuck', 'roof', 'hous', 'provid', 'amaz', 'view', 'sheer', 'terror', 'fall', 'kind', 'like', 'life']",0.5
890,20033,Just want Saturday to be over but then again I want to do good #LSAT #nervous,fear,0.875,"['want', 'saturday', 'want', 'good', 'lsat', 'nervous']",0.5
891,20034,"Im not a #nervouswreck, Im a  #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,0.875,"['not', 'nervouswreck', 'pileup', 'goingcrazi', 'helpm', 'insan', 'antisoci']",0.5
892,20035,I was literally shaking getting the EKG done lol 🙄,fear,0.875,"['liter', 'shake', 'get', 'ekg', 'done', 'lol']",0.5
893,20036,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 #horrific,fear,0.875,"['thank', 'ryan', 'amp', 'brad', 'scari', 'shit', 'us', 'first', 'episod', 'not', 'think', 'heart', 'make', 'horrif']",0.5
894,20037,@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,fear,0.875,"['echo', 'gather', 'momentum', 'tens', 'nervous', 'feelsick', 'excit']",0.5
895,20038,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit ",fear,0.875,"['weirdwednesday', 'okay', 'poop', 'right', 'bad', 'dog', 'bad', 'total', 'favorit', 'pant', 'damnit']",0.5
896,20039,@RosieBalls I fear for the future of mankind,fear,0.87,"['fear', 'futur', 'mankind']",0.5
897,20040,First day of college feeling nervous,fear,0.865,"['first', 'day', 'colleg', 'feel', 'nervous']",0.5
898,20041,"i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out",fear,0.86,"['might', 'hysteria', 'not', 'kno', 'anxieti', 'diagnosi', 'cuz', 'someth', 'mess', 'need', 'ert', 'bu', 'nvr', 'come']",0.5
899,20042,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,fear,0.86,"['made', 'cri', 'shake', 'point', 'parent', 'calm', 'give', 'calm', 'tablet']",0.5
900,20043,Gonna get some acupuncture today for all my damn anxiety 🙃🤕,fear,0.854,"['go', 'get', 'acupunctur', 'today', 'damn', 'anxieti']",0.5
901,20044,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape,fear,0.854,"['anthonywein', 'distract', 'realli', 'go', 'select', 'elect', 'syria', 'terror', 'race', 'riot', 'nodapl', 'rape']",0.5
902,20045,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,fear,0.854,"['would', 'great', 'card', 'crash', 'happen', 'twice', 'nightmar']",0.5
903,20046,@corruptmelon now im feeling the #worry,fear,0.854,"['feel', 'worri']",0.5
904,20047,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear,0.854,"['feel', 'get', 'know', 'inform', 'scare', 'might', 'bad', 'test', 'collegelif', 'nervous']",0.5
905,20048,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear,0.854,"['hard', 'time', 'fall', 'sleep', 'woke', 'sever', 'time', 'afraid', 'bug', 'crawl', 'end', 'wake', 'bite']",0.5
906,20049,White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,fear,0.854,"['white', 'american', 'worri', 'arab', 'terrorist', 'black', 'american', 'fear', 'terrorist', 'polic', 'uniform', 'daili', 'basi']",0.5
907,20050,Today was horrible and it was only half a day,fear,0.854,"['today', 'horribl', 'half', 'day']",0.5
908,20051,"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",fear,0.854,"['obamalegaci', 'week', 'riot', 'terror', 'attack', 'gt', 'dead', 'syrian', 'jew', 'flee', 'persecut', 'europ', 'christian', 'genocid']",0.5
909,20052,"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",fear,0.854,"['bad', 'news', 'fam', 'life', 'still', 'hard', 'aw', 'depress', 'anxieti', 'atleastihavebuffi']",0.5
910,20053,@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear,0.854,"['fuck', 'hell', 'mate', 'absolut', 'nightmar']",0.5
911,20054,"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate ",fear,0.854,"['surround', 'trump', 'voter', 'right', 'fuck', 'terrifi', 'redstat']",0.5
912,20055,Life long fear of havin a shit and a spider crawls up ya bum,fear,0.854,"['life', 'long', 'fear', 'havin', 'shit', 'spider', 'crawl', 'ya', 'bum']",0.5
913,20056,"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",fear,0.854,"['shameful', 'unequ', 'danger', 'worri', 'world', 'live', 'nowaday', 'terrifi', 'charlott', 'terror', 'shitworldforourkid']",0.5
914,20057,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 ,fear,0.854,"['thank', 'ryan', 'amp', 'brad', 'scari', 'shit', 'us', 'first', 'episod', 'not', 'think', 'heart', 'make']",0.5
915,20058,"I start work tmrw yall, i'm nervous lol",fear,0.854,"['start', 'work', 'tmrw', 'nervous', 'lol']",0.5
916,20059,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,fear,0.846,"['not', 'know', 'make', 'pakistan', 'fear', 'terrorist', 'terror', 'terrorstatepak']",0.5
917,20060,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear,0.845,"['ban', 'goe', 'harm', 'mani', 'peopl', 'disabl', 'veteran', 'peopl', 'chronicpain', 'anxieti', 'iamkratom']",0.5
918,20061,Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,fear,0.84,"['wish', 'could', 'convinc', 'rest', 'children', 'go', 'fuck', 'preschool', 'elementari', 'school', 'fear', 'gun', 'violenc']",0.5
919,20062,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear,0.833,"['panic', 'attack', 'could', 'not', 'find', 'twitter', 'turn', 'twitter', 'jerk', 'still', 'see', 'nyssaalghul', 'panic']",0.5
920,20063,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear,0.833,"['get', 'hand', 'freak', 'god', 'mommagrendel', 'intimid']",0.5
921,20064,Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo,fear,0.833,"['saga', 'devic', 'tele', 'fail', 'time', 'bake', 'panic', 'gbbo']",0.5
922,20065,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?,fear,0.833,"['feel', 'like', 'worst', 'night', 'sleep', 'ever', 'not', 'great', 'london', 'brighton', 'cycl', 'ride']",0.5
923,20066,Do you think humans have the sense for recognizing impending doom? #anxiety,fear,0.833,"['think', 'human', 'sens', 'recogn', 'impend', 'doom', 'anxieti']",0.5
924,20067,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,fear,0.833,"['final', 'tell', 'therapist', 'sexual', 'last', 'frontier', 'not', 'sure', 'singlegirlproblem']",0.5
925,20068,im literally shaking bc im nervous and bc its fucking cold oh how i love life,fear,0.833,"['liter', 'shake', 'bc', 'nervous', 'bc', 'fuck', 'cold', 'oh', 'love', 'life']",0.5
926,20069,I feel horrible. I have accounting today but physically and mentally am not okay 😪,fear,0.833,"['feel', 'horribl', 'account', 'today', 'physic', 'mental', 'not', 'okay']",0.5
927,20070,@BigBossPeltonen \nLikewise #death #cutting #despair,fear,0.833,"['death', 'cut', 'despair']",0.5
928,20071,I am about to be a coward and I feel terrible. But I can't even face this 😭,fear,0.833,"['coward', 'feel', 'terribl', 'not', 'even', 'face']",0.5
929,20072,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",fear,0.833,"['weirdwednesday', 'okay', 'poop', 'right', 'bad', 'dog', 'bad', 'total', 'favorit', 'pant', 'damnit', 'horror']",0.5
930,20073,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear,0.833,"['would', 'rather', 'leav', 'child', 'shudder']",0.5
931,20074,@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,fear,0.833,"['bridg', 'drive', 'stop', 'breath', 'yoo', 'not', 'afraid']",0.5
932,20075,My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳,fear,0.833,"['roommat', 'talk', 'laugh', 'sleep', 'never', 'fail', 'scare', 'shit']",0.5
933,20076,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,fear,0.833,"['dream', 'drop', 'iphon', 'broke', 'cri']",0.5
934,20077,I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.,fear,0.82,"['delet', 'save', 'file', 'tri', 'load', 'start', 'go', 'freak', 'kill', 'someon', 'pray']",0.5
935,20078,@RossKemp Omg that is just horrific. Something needs to be done. 😢,fear,0.82,"['omg', 'horrif', 'someth', 'need', 'done']",0.5
936,20079,I'm getting so nervous for my first anatomy exam 😩,fear,0.812,"['get', 'nervous', 'first', 'anatomi', 'exam']",0.5
937,20080,@camilluddington the fact that YOURE nervous makes me want to crawl in a hole,fear,0.812,"['fact', 'nervous', 'make', 'want', 'crawl', 'hole']",0.5
938,20081,mm nothing like a good old fashioned panic induced cry on your living room floor,fear,0.812,"['mm', 'noth', 'like', 'good', 'old', 'fashion', 'panic', 'induc', 'cri', 'live', 'room', 'floor']",0.5
939,20082,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,fear,0.812,"['r', 'scare', 'present', 'front', 'class', 'sever', 'anxieti', 'r', 'sad', 'sometim', 'go', 'get', 'ur', 'depress', 'check', 'imedi']",0.5
940,20083,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel ,fear,0.812,"['get', 'hand', 'freak', 'god', 'mommagrendel']",0.5
941,20084,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear,0.812,"['bangladesh', 'war', 'us', 'almost', 'bomb', 'us', 'russia', 'not', 'strategi', 'china', 'pakistan', 'time', 'ripe', 'crush', 'terror', 'camp']",0.5
942,20085,I have another test tonight #nervous,fear,0.812,"['anoth', 'test', 'tonight', 'nervous']",0.5
943,20086,"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",fear,0.812,"['interview', 'scare', 'crap', 'never', 'imagin', 'mani', 'dumb', 'dumb', 'american']",0.5
944,20087,Can't believe how nervous I feel tonight...who feels the same #mufc,fear,0.812,"['not', 'believ', 'nervous', 'feel', 'feel', 'mufc']",0.5
945,20088,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,fear,0.812,"['clown', 'neighborhood', 'creepi', 'enoughisenough']",0.5
946,20089,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough,fear,0.812,"['clown', 'neighborhood', 'nightmar', 'creepi', 'enoughisenough']",0.5
947,20090,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear,0.812,"['bloodi', 'hell', 'pam', 'calm', 'could', 'sworn', 'someth', 'black', 'amp', 'hairi', 'ran', 'across', 'carpet', 'perilsoflivingalon']",0.5
948,20091,She was so posh it frightened me. I'm still scared.,fear,0.81,"['posh', 'frighten', 'still', 'scare']",0.5
949,20092,"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",fear,0.8,"['wake', 'fresh', 'terror', 'threat', 'sound', 'alert', 'mumbai', 'pray', 'safeti', 'amp', 'secur', 'everybodi', 'citi', 'maharashtra', 'news']",0.5
950,20093,"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",fear,0.8,"['woke', 'nightmar', 'could', 'not', 'sleep', 'took', 'useallthehotwatershow', 'time', 'read']",0.5
951,20094, ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear,0.797,"['ughh', 'want', 'like', 'nightmar', 'get', 'along']",0.5
952,20095,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,fear,0.792,"['seem', 'altern', 'sleepless', 'night', 'tonight', 'sleepless', 'one', 'insomnia', 'anxieti', 'notfair']",0.5
953,20096,Jimmy Carr makes me want to cry and cry *shiver* ,fear,0.792,"['jimmi', 'carr', 'make', 'want', 'cri', 'cri', 'shiver']",0.5
954,20097,in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,fear,0.792,"['tri', 'steal', 'kidney', 'nightmar', 'blackmarket', 'whydidiwatchthat']",0.5
955,20098,Jimmy Carr makes me want to cry and cry *shiver* #awful,fear,0.792,"['jimmi', 'carr', 'make', 'want', 'cri', 'cri', 'shiver', 'aw']",0.5
956,20099,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,fear,0.792,"['forc', 'fake', 'hug', 'someon', 'not', 'flinch', 'get', 'litigi', 'past', 'aw']",0.5
957,20100,And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,fear,0.792,"['piss', 'kill', 'peopl', 'surrend', 'hand', 'hand', 'visibl', 'not', 'fear', 'life']",0.5
958,20101,Andrew's hands start shaking and he says 'I hope I die.. like right now',fear,0.792,"['andrew', 'hand', 'start', 'shake', 'say', 'hope', 'die', 'like', 'right']",0.5
959,20102,I dread this drive every Wednesday 😩,fear,0.792,"['dread', 'drive', 'everi', 'wednesday']",0.5
960,20103,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear,0.792,"['countri', 'gave', 'safe', 'hous', 'osama', 'bin', 'laden', 'danger', 'not', 'contain', 'pakistan', 'terror', 'heaven', 'declar']",0.5
961,20104,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous 😳,fear,0.792,"['mayb', 'send', 'good', 'luck', 'job', 'interview', 'tomorrow', 'nervous']",0.5
962,20105,@alivitali that's what I'm afraid of!,fear,0.792,['afraid'],0.5
963,20106,So not pumped for this interview #nervous,fear,0.792,"['not', 'pump', 'interview', 'nervous']",0.5
964,20107,An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear,0.792,"['kind', 'drive', 'home', 'work', 'today', 'nightmar', 'dailyfeel']",0.5
965,20108,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear,0.792,"['scare', 'cowork', 'go', 'submit', 'one', 'makeov', 'show', 'fear', 'fashion']",0.5
966,20109,"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",fear,0.787,"['wake', 'scroll', 'social', 'media', 'anoth', 'father', 'taken', 'child', 'nightmar', 'everyday', 'keithlamontscott']",0.5
967,20110,hi my names anxiety and i have shaun,fear,0.776,"['hi', 'name', 'anxieti', 'shaun']",0.5
968,20111,Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,fear,0.771,"['background', 'suffer', 'bit', 'time', 'stress', 'alway', 'bit', 'shi', 'year', 'ago', 'age', 'made', 'redund', 'start']",0.5
969,20112,@YahooCare data stolen in 2014 and only now do you tell us .,fear,0.771,"['data', 'stolen', 'tell', 'us']",0.5
970,20113,I dread math 😴,fear,0.771,"['dread', 'math']",0.5
971,20114,@SusannahSpot I could pop round #nightmare,fear,0.771,"['could', 'pop', 'round', 'nightmar']",0.5
972,20115,@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,fear,0.771,"['shi', 'irl', 'late', 'feel', 'like', 'everyon', 'thing', 'not', 'fit', 'anywher', 'feel', 'lone']",0.5
973,20116,How do you ever stop being #afraid of someone that you live with,fear,0.771,"['ever', 'stop', 'afraid', 'someon', 'live']",0.5
974,20117,@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,fear,0.771,"['despair', 'mad', 'beyond', 'shock', 'cold', 'blood', 'murder', 'long', 'southafrica', 'stand', 'amp', 'watch', 'worldrhinoday']",0.5
975,20118,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,fear,0.771,"['tri', 'steal', 'kidney', 'blackmarket', 'whydidiwatchthat']",0.5
976,20119,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,fear,0.771,"['goe', 'first', 'get', 'book', 'sign', 'amp', 'bare', 'take', 'pictur', 'cuz', 'shake']",0.5
977,20120,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,fear,0.771,"['revers', 'half', 'way', 'wood', 'collect', 'dog', 'n', 'never', 'even', 'revers', 'park', 'life', 'nightmar']",0.5
978,20121,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear,0.771,"['anthonywein', 'distract', 'realli', 'go', 'select', 'elect', 'syria', 'race', 'riot', 'nodapl', 'rape']",0.5
979,20122,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,fear,0.763,"['well', 'flip', 'great', 'flip', 'standstil', 'freeway', 'anxieti', 'stepofftheledg', 'youvegottobekiddingm']",0.5
980,20123,When you arrive at the office the day before your first ever festival and the Internet is down #panic,fear,0.75,"['arriv', 'offic', 'day', 'first', 'ever', 'festiv', 'internet', 'panic']",0.5
981,20124,@WunderlistHelp are you guys still down? When can we go up? #panic,fear,0.75,"['guy', 'still', 'go', 'panic']",0.5
982,20125,The focal points of war lie in #terrorism and the #UN needs to address #violentextremism,fear,0.75,"['focal', 'point', 'war', 'lie', 'terror', 'un', 'need', 'address', 'violentextrem']",0.5
983,20126,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear,0.75,"['grim', 'despair', 'look', 'self', 'famili', 'hubbi', 'fought', 'year', 'countri', 'work', 'year', 'govt', 'gt']",0.5
984,20127,Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,fear,0.75,"['put', 'passport', 'safe', 'back', 'get', 'back', 'australia', 'problem', 'not', 'rememb', 'safe', 'panic']",0.5
985,20128,"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",fear,0.75,"['lydiaa', 'one', 'suppos', 'know', 'make', 'nervous']",0.5
986,20129,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare,fear,0.75,"['realist', 'probabl', 'clown', 'might', 'next', 'presid', 'clown', 'uspol', 'nightmar']",0.5
987,20130,What the fuck is he even doing ? He should be off that's fucking horrific !,fear,0.75,"['fuck', 'even', 'fuck', 'horrif']",0.5
988,20131,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,fear,0.75,"['still', 'nervous', 'tri', 'need', 'man', 'give', 'ago']",0.5
989,20132,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear,fear,0.75,"['peopl', 'countri', 'million', 'go', 'ruin', 'whole', 'countri', 'peopl', 'fear']",0.5
990,20133,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,fear,0.75,"['zionist', 'terror', 'kid', 'palestinian', 'steal', 'innoc', 'childhood', 'jewish', 'children']",0.5
991,20134,I don't know how people can binge watch horror films ...ALONE!😓😰,fear,0.75,"['not', 'know', 'peopl', 'bing', 'watch', 'horror', 'film']",0.5
992,20135,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless,fear,0.75,"['not', 'gotten', 'one', 'hour', 'sleep', 'today', 'go', 'fun', 'day', 'restless']",0.5
993,20136,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,fear,0.742,"['scariest', 'american', 'horror', 'stori', 'go', 'watch', 'daytim']",0.5
994,20137,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,fear,0.742,"['india', 'right', 'repli', 'unga', 'pakistan', 'preach', 'human', 'right', 'countri', 'global', 'epicentr', 'terror']",0.5
995,20138,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",fear,0.74,"['boyfriend', 'forcibl', 'stop', 'anxieti', 'cope', 'method', 'hold', 'forc', 'hand', 'kind', 'stuff']",0.5
996,20139,I thought the nausea and headaches had passed but lol I feel awful today,fear,0.729,"['thought', 'nausea', 'headach', 'pass', 'lol', 'feel', 'aw', 'today']",0.5
997,20140,Job interview in the afternoon  #ek,fear,0.729,"['job', 'interview', 'afternoon', 'ek']",0.5
998,20141,Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,fear,0.729,"['tomorrow', 'day', 'cut', 'dye', 'hair', 'nervous', 'excit']",0.5
